Date	Time (UTC)	H (nT)	By (nT)	Bz (nT)
2026/06/14	00:00:00	107.02	8566.40	-57078.38
2026/06/14	00:00:01	107.02	8566.41	-57078.35
2026/06/14	00:00:02	107.01	8566.42	-57078.31
2026/06/14	00:00:03	107.02	8566.42	-57078.28
2026/06/14	00:00:04	107.02	8566.42	-57078.27
2026/06/14	00:00:05	106.99	8566.37	-57078.27
2026/06/14	00:00:06	106.98	8566.36	-57078.27
2026/06/14	00:00:07	106.96	8566.37	-57078.26
2026/06/14	00:00:08	106.98	8566.37	-57078.25
2026/06/14	00:00:09	106.97	8566.35	-57078.25
2026/06/14	00:00:10	106.97	8566.32	-57078.24
2026/06/14	00:00:11	106.96	8566.30	-57078.23
2026/06/14	00:00:12	106.98	8566.28	-57078.21
2026/06/14	00:00:13	107.03	8566.32	-57078.21
2026/06/14	00:00:14	106.98	8566.30	-57078.21
2026/06/14	00:00:15	107.01	8566.32	-57078.18
2026/06/14	00:00:16	107.06	8566.37	-57078.17
2026/06/14	00:00:17	107.10	8566.41	-57078.14
2026/06/14	00:00:18	107.16	8566.49	-57078.10
2026/06/14	00:00:19	107.21	8566.56	-57078.07
2026/06/14	00:00:20	107.28	8566.58	-57078.03
2026/06/14	00:00:21	107.31	8566.57	-57077.99
2026/06/14	00:00:22	107.35	8566.56	-57077.98
2026/06/14	00:00:23	107.39	8566.54	-57077.96
2026/06/14	00:00:24	107.40	8566.51	-57077.92
2026/06/14	00:00:25	107.44	8566.53	-57077.90
2026/06/14	00:00:26	107.45	8566.51	-57077.89
2026/06/14	00:00:27	107.43	8566.48	-57077.88
2026/06/14	00:00:28	107.46	8566.49	-57077.85
2026/06/14	00:00:29	107.50	8566.49	-57077.85
2026/06/14	00:00:30	107.50	8566.48	-57077.84
2026/06/14	00:00:31	107.53	8566.49	-57077.83
2026/06/14	00:00:32	107.54	8566.52	-57077.79
2026/06/14	00:00:33	107.56	8566.56	-57077.76
2026/06/14	00:00:34	107.57	8566.60	-57077.74
2026/06/14	00:00:35	107.58	8566.63	-57077.71
2026/06/14	00:00:36	107.56	8566.60	-57077.69
2026/06/14	00:00:37	107.54	8566.60	-57077.68
2026/06/14	00:00:38	107.53	8566.59	-57077.66
2026/06/14	00:00:39	107.49	8566.54	-57077.64
2026/06/14	00:00:40	107.46	8566.45	-57077.68
2026/06/14	00:00:41	107.40	8566.37	-57077.70
2026/06/14	00:00:42	107.38	8566.31	-57077.72
2026/06/14	00:00:43	107.38	8566.28	-57077.74
2026/06/14	00:00:44	107.36	8566.21	-57077.76
2026/06/14	00:00:45	107.36	8566.18	-57077.77
2026/06/14	00:00:46	107.38	8566.16	-57077.78
2026/06/14	00:00:47	107.39	8566.17	-57077.77
2026/06/14	00:00:48	107.47	8566.21	-57077.74
2026/06/14	00:00:49	107.50	8566.17	-57077.71
2026/06/14	00:00:50	107.49	8566.19	-57077.73
2026/06/14	00:00:51	107.53	8566.22	-57077.71
2026/06/14	00:00:52	107.58	8566.24	-57077.68
2026/06/14	00:00:53	107.64	8566.26	-57077.65
2026/06/14	00:00:54	107.71	8566.29	-57077.62
2026/06/14	00:00:55	107.77	8566.26	-57077.61
2026/06/14	00:00:56	107.80	8566.22	-57077.58
2026/06/14	00:00:57	107.81	8566.16	-57077.56
2026/06/14	00:00:58	107.81	8566.11	-57077.54
2026/06/14	00:00:59	107.79	8566.08	-57077.53
2026/06/14	00:01:00	107.74	8566.04	-57077.54
2026/06/14	00:01:01	107.71	8566.06	-57077.54
2026/06/14	00:01:02	107.69	8566.08	-57077.57
2026/06/14	00:01:03	107.66	8566.07	-57077.58
2026/06/14	00:01:04	107.68	8566.08	-57077.57
2026/06/14	00:01:05	107.69	8566.08	-57077.55
2026/06/14	00:01:06	107.72	8566.07	-57077.54
2026/06/14	00:01:07	107.72	8566.06	-57077.54
2026/06/14	00:01:08	107.77	8566.04	-57077.53
2026/06/14	00:01:09	107.82	8566.05	-57077.50
2026/06/14	00:01:10	107.83	8566.00	-57077.50
2026/06/14	00:01:11	107.87	8565.97	-57077.47
2026/06/14	00:01:12	107.91	8566.00	-57077.43
2026/06/14	00:01:13	107.96	8566.02	-57077.38
2026/06/14	00:01:14	107.97	8565.97	-57077.37
2026/06/14	00:01:15	107.96	8566.00	-57077.35
2026/06/14	00:01:16	107.93	8566.07	-57077.35
2026/06/14	00:01:17	107.89	8566.13	-57077.35
2026/06/14	00:01:18	107.86	8566.20	-57077.35
2026/06/14	00:01:19	107.82	8566.24	-57077.35
2026/06/14	00:01:20	107.74	8566.27	-57077.38
2026/06/14	00:01:21	107.67	8566.27	-57077.41
2026/06/14	00:01:22	107.63	8566.25	-57077.41
2026/06/14	00:01:23	107.60	8566.24	-57077.42
2026/06/14	00:01:24	107.53	8566.18	-57077.47
2026/06/14	00:01:25	107.55	8566.12	-57077.48
2026/06/14	00:01:26	107.52	8566.00	-57077.49
2026/06/14	00:01:27	107.50	8565.91	-57077.53
2026/06/14	00:01:28	107.50	8565.85	-57077.55
2026/06/14	00:01:29	107.53	8565.78	-57077.55
2026/06/14	00:01:30	107.51	8565.71	-57077.57
2026/06/14	00:01:31	107.49	8565.63	-57077.61
2026/06/14	00:01:32	107.49	8565.64	-57077.62
2026/06/14	00:01:33	107.47	8565.69	-57077.64
2026/06/14	00:01:34	107.44	8565.69	-57077.65
2026/06/14	00:01:35	107.50	8565.76	-57077.66
2026/06/14	00:01:36	107.47	8565.81	-57077.69
2026/06/14	00:01:37	107.46	8565.86	-57077.69
2026/06/14	00:01:38	107.47	8565.91	-57077.69
2026/06/14	00:01:39	107.48	8565.93	-57077.69
2026/06/14	00:01:40	107.46	8565.92	-57077.68
2026/06/14	00:01:41	107.44	8565.90	-57077.68
2026/06/14	00:01:42	107.42	8565.88	-57077.69
2026/06/14	00:01:43	107.40	8565.86	-57077.71
2026/06/14	00:01:44	107.38	8565.82	-57077.71
2026/06/14	00:01:45	107.37	8565.81	-57077.71
2026/06/14	00:01:46	107.38	8565.78	-57077.72
2026/06/14	00:01:47	107.34	8565.76	-57077.72
2026/06/14	00:01:48	107.34	8565.73	-57077.74
2026/06/14	00:01:49	107.32	8565.70	-57077.75
2026/06/14	00:01:50	107.30	8565.68	-57077.78
2026/06/14	00:01:51	107.26	8565.63	-57077.78
2026/06/14	00:01:52	107.21	8565.61	-57077.81
2026/06/14	00:01:53	107.25	8565.66	-57077.82
2026/06/14	00:01:54	107.22	8565.63	-57077.86
2026/06/14	00:01:55	107.09	8565.59	-57077.89
2026/06/14	00:01:56	107.09	8565.61	-57077.87
2026/06/14	00:01:57	107.15	8565.71	-57077.87
2026/06/14	00:01:58	107.16	8565.73	-57077.86
2026/06/14	00:01:59	107.13	8565.64	-57077.85
2026/06/14	00:02:00	107.13	8565.64	-57077.87
2026/06/14	00:02:01	107.11	8565.61	-57077.88
2026/06/14	00:02:02	107.11	8565.58	-57077.91
2026/06/14	00:02:03	107.11	8565.56	-57077.91
2026/06/14	00:02:04	107.09	8565.53	-57077.93
2026/06/14	00:02:05	107.09	8565.52	-57077.94
2026/06/14	00:02:06	107.05	8565.50	-57077.95
2026/06/14	00:02:07	107.08	8565.51	-57077.95
2026/06/14	00:02:08	107.07	8565.48	-57077.96
2026/06/14	00:02:09	107.08	8565.47	-57077.97
2026/06/14	00:02:10	107.17	8565.53	-57077.95
2026/06/14	00:02:11	107.13	8565.48	-57077.97
2026/06/14	00:02:12	107.10	8565.47	-57077.98
2026/06/14	00:02:13	107.14	8565.46	-57077.96
2026/06/14	00:02:14	107.11	8565.42	-57077.97
2026/06/14	00:02:15	107.13	8565.43	-57077.97
2026/06/14	00:02:16	107.12	8565.43	-57077.96
2026/06/14	00:02:17	107.12	8565.42	-57077.98
2026/06/14	00:02:18	107.09	8565.41	-57077.98
2026/06/14	00:02:19	107.09	8565.43	-57077.98
2026/06/14	00:02:20	107.09	8565.45	-57077.99
2026/06/14	00:02:21	107.05	8565.43	-57078.00
2026/06/14	00:02:22	107.02	8565.37	-57078.02
2026/06/14	00:02:23	106.96	8565.29	-57078.05
2026/06/14	00:02:24	106.93	8565.29	-57078.08
2026/06/14	00:02:25	106.91	8565.24	-57078.10
2026/06/14	00:02:26	106.88	8565.21	-57078.11
2026/06/14	00:02:27	106.89	8565.21	-57078.13
2026/06/14	00:02:28	106.88	8565.22	-57078.16
2026/06/14	00:02:29	106.88	8565.22	-57078.17
2026/06/14	00:02:30	106.87	8565.25	-57078.19
2026/06/14	00:02:31	106.85	8565.27	-57078.20
2026/06/14	00:02:32	106.85	8565.35	-57078.20
2026/06/14	00:02:33	106.78	8565.36	-57078.22
2026/06/14	00:02:34	106.74	8565.33	-57078.23
2026/06/14	00:02:35	106.67	8565.30	-57078.27
2026/06/14	00:02:36	106.65	8565.31	-57078.28
2026/06/14	00:02:37	106.59	8565.33	-57078.31
2026/06/14	00:02:38	106.53	8565.26	-57078.36
2026/06/14	00:02:39	106.49	8565.21	-57078.38
2026/06/14	00:02:40	106.43	8565.16	-57078.43
2026/06/14	00:02:41	106.41	8565.13	-57078.46
2026/06/14	00:02:42	106.39	8565.08	-57078.48
2026/06/14	00:02:43	106.35	8565.06	-57078.50
2026/06/14	00:02:44	106.37	8565.04	-57078.54
2026/06/14	00:02:45	106.33	8565.02	-57078.58
2026/06/14	00:02:46	106.31	8565.02	-57078.60
2026/06/14	00:02:47	106.32	8565.08	-57078.63
2026/06/14	00:02:48	106.34	8565.08	-57078.63
2026/06/14	00:02:49	106.36	8565.09	-57078.62
2026/06/14	00:02:50	106.36	8565.10	-57078.62
2026/06/14	00:02:51	106.36	8565.14	-57078.65
2026/06/14	00:02:52	106.34	8565.15	-57078.65
2026/06/14	00:02:53	106.32	8565.14	-57078.66
2026/06/14	00:02:54	106.29	8565.16	-57078.68
2026/06/14	00:02:55	106.26	8565.15	-57078.69
2026/06/14	00:02:56	106.27	8565.19	-57078.69
2026/06/14	00:02:57	106.29	8565.21	-57078.69
2026/06/14	00:02:58	106.29	8565.20	-57078.67
2026/06/14	00:02:59	106.30	8565.21	-57078.68
2026/06/14	00:03:00	106.33	8565.19	-57078.65
2026/06/14	00:03:01	106.36	8565.18	-57078.65
2026/06/14	00:03:02	106.34	8565.18	-57078.65
2026/06/14	00:03:03	106.36	8565.16	-57078.63
2026/06/14	00:03:04	106.37	8565.14	-57078.65
2026/06/14	00:03:05	106.34	8565.11	-57078.64
2026/06/14	00:03:06	106.31	8565.09	-57078.65
2026/06/14	00:03:07	106.28	8565.07	-57078.65
2026/06/14	00:03:08	106.26	8565.07	-57078.66
2026/06/14	00:03:09	106.20	8565.06	-57078.68
2026/06/14	00:03:10	106.17	8565.05	-57078.71
2026/06/14	00:03:11	106.16	8565.02	-57078.74
2026/06/14	00:03:12	106.10	8564.95	-57078.77
2026/06/14	00:03:13	106.08	8564.91	-57078.79
2026/06/14	00:03:14	106.04	8564.88	-57078.82
2026/06/14	00:03:15	105.99	8564.82	-57078.85
2026/06/14	00:03:16	105.96	8564.79	-57078.87
2026/06/14	00:03:17	105.96	8564.81	-57078.90
2026/06/14	00:03:18	105.94	8564.79	-57078.91
2026/06/14	00:03:19	105.94	8564.79	-57078.92
2026/06/14	00:03:20	105.95	8564.79	-57078.92
2026/06/14	00:03:21	105.95	8564.77	-57078.94
2026/06/14	00:03:22	105.97	8564.76	-57078.94
2026/06/14	00:03:23	105.90	8564.76	-57078.97
2026/06/14	00:03:24	105.98	8564.83	-57078.95
2026/06/14	00:03:25	105.98	8564.68	-57078.98
2026/06/14	00:03:26	105.93	8564.59	-57079.01
2026/06/14	00:03:27	105.92	8564.54	-57079.04
2026/06/14	00:03:28	105.94	8564.56	-57079.04
2026/06/14	00:03:29	105.94	8564.56	-57079.05
2026/06/14	00:03:30	105.97	8564.56	-57079.05
2026/06/14	00:03:31	106.02	8564.59	-57079.04
2026/06/14	00:03:32	106.08	8564.62	-57079.01
2026/06/14	00:03:33	106.12	8564.65	-57079.01
2026/06/14	00:03:34	106.13	8564.67	-57078.99
2026/06/14	00:03:35	106.14	8564.69	-57078.96
2026/06/14	00:03:36	106.20	8564.74	-57078.95
2026/06/14	00:03:37	106.22	8564.80	-57078.91
2026/06/14	00:03:38	106.24	8564.90	-57078.90
2026/06/14	00:03:39	106.26	8565.01	-57078.88
2026/06/14	00:03:40	106.28	8565.13	-57078.85
2026/06/14	00:03:41	106.27	8565.22	-57078.82
2026/06/14	00:03:42	106.25	8565.26	-57078.78
2026/06/14	00:03:43	106.23	8565.32	-57078.77
2026/06/14	00:03:44	106.19	8565.34	-57078.78
2026/06/14	00:03:45	106.14	8565.33	-57078.77
2026/06/14	00:03:46	106.13	8565.31	-57078.77
2026/06/14	00:03:47	106.12	8565.31	-57078.76
2026/06/14	00:03:48	106.07	8565.25	-57078.77
2026/06/14	00:03:49	106.02	8565.17	-57078.79
2026/06/14	00:03:50	105.98	8565.09	-57078.81
2026/06/14	00:03:51	105.94	8565.06	-57078.84
2026/06/14	00:03:52	105.89	8565.03	-57078.84
2026/06/14	00:03:53	105.80	8564.96	-57078.89
2026/06/14	00:03:54	105.73	8564.91	-57078.93
2026/06/14	00:03:55	105.63	8564.88	-57078.98
2026/06/14	00:03:56	105.53	8564.85	-57079.06
2026/06/14	00:03:57	105.44	8564.82	-57079.10
2026/06/14	00:03:58	105.36	8564.80	-57079.17
2026/06/14	00:03:59	105.31	8564.77	-57079.23
2026/06/14	00:04:00	105.27	8564.78	-57079.28
2026/06/14	00:04:01	105.18	8564.74	-57079.34
2026/06/14	00:04:02	105.11	8564.61	-57079.40
2026/06/14	00:04:03	105.07	8564.54	-57079.46
2026/06/14	00:04:04	105.05	8564.46	-57079.52
2026/06/14	00:04:05	105.04	8564.39	-57079.58
2026/06/14	00:04:06	105.01	8564.32	-57079.61
2026/06/14	00:04:07	104.95	8564.25	-57079.68
2026/06/14	00:04:08	104.91	8564.17	-57079.73
2026/06/14	00:04:09	104.89	8564.12	-57079.77
2026/06/14	00:04:10	104.86	8564.11	-57079.81
2026/06/14	00:04:11	104.87	8564.12	-57079.85
2026/06/14	00:04:12	104.84	8564.14	-57079.89
2026/06/14	00:04:13	104.81	8564.17	-57079.90
2026/06/14	00:04:14	104.79	8564.20	-57079.90
2026/06/14	00:04:15	104.78	8564.25	-57079.95
2026/06/14	00:04:16	104.75	8564.27	-57079.96
2026/06/14	00:04:17	104.76	8564.30	-57079.98
2026/06/14	00:04:18	104.76	8564.32	-57079.99
2026/06/14	00:04:19	104.77	8564.32	-57079.98
2026/06/14	00:04:20	104.78	8564.30	-57079.98
2026/06/14	00:04:21	104.78	8564.30	-57079.99
2026/06/14	00:04:22	104.80	8564.24	-57079.99
2026/06/14	00:04:23	104.81	8564.19	-57079.98
2026/06/14	00:04:24	104.85	8564.17	-57079.97
2026/06/14	00:04:25	104.87	8564.19	-57079.94
2026/06/14	00:04:26	104.92	8564.21	-57079.91
2026/06/14	00:04:27	104.97	8564.26	-57079.90
2026/06/14	00:04:28	105.00	8564.29	-57079.89
2026/06/14	00:04:29	105.04	8564.34	-57079.88
2026/06/14	00:04:30	105.04	8564.38	-57079.85
2026/06/14	00:04:31	105.03	8564.45	-57079.84
2026/06/14	00:04:32	105.03	8564.50	-57079.80
2026/06/14	00:04:33	105.04	8564.61	-57079.78
2026/06/14	00:04:34	105.03	8564.66	-57079.74
2026/06/14	00:04:35	105.00	8564.66	-57079.73
2026/06/14	00:04:36	105.00	8564.69	-57079.71
2026/06/14	00:04:37	105.01	8564.70	-57079.68
2026/06/14	00:04:38	105.04	8564.74	-57079.67
2026/06/14	00:04:39	104.99	8564.67	-57079.68
2026/06/14	00:04:40	104.99	8564.62	-57079.69
2026/06/14	00:04:41	104.97	8564.65	-57079.68
2026/06/14	00:04:42	104.97	8564.65	-57079.71
2026/06/14	00:04:43	104.94	8564.59	-57079.73
2026/06/14	00:04:44	104.91	8564.56	-57079.75
2026/06/14	00:04:45	104.88	8564.54	-57079.76
2026/06/14	00:04:46	104.84	8564.54	-57079.81
2026/06/14	00:04:47	104.80	8564.51	-57079.84
2026/06/14	00:04:48	104.78	8564.53	-57079.86
2026/06/14	00:04:49	104.75	8564.55	-57079.89
2026/06/14	00:04:50	104.70	8564.57	-57079.91
2026/06/14	00:04:51	104.69	8564.61	-57079.94
2026/06/14	00:04:52	104.66	8564.66	-57079.97
2026/06/14	00:04:53	104.64	8564.71	-57080.00
2026/06/14	00:04:54	104.66	8564.75	-57080.00
2026/06/14	00:04:55	104.64	8564.77	-57080.01
2026/06/14	00:04:56	104.63	8564.80	-57080.03
2026/06/14	00:04:57	104.62	8564.82	-57080.03
2026/06/14	00:04:58	104.59	8564.82	-57080.06
2026/06/14	00:04:59	104.55	8564.83	-57080.07
2026/06/14	00:05:00	104.50	8564.81	-57080.11
2026/06/14	00:05:01	104.43	8564.79	-57080.14
2026/06/14	00:05:02	104.39	8564.76	-57080.19
2026/06/14	00:05:03	104.32	8564.71	-57080.23
2026/06/14	00:05:04	104.24	8564.66	-57080.27
2026/06/14	00:05:05	104.18	8564.61	-57080.33
2026/06/14	00:05:06	104.14	8564.60	-57080.37
2026/06/14	00:05:07	104.14	8564.60	-57080.40
2026/06/14	00:05:08	104.06	8564.57	-57080.45
2026/06/14	00:05:09	104.03	8564.55	-57080.49
2026/06/14	00:05:10	104.01	8564.57	-57080.50
2026/06/14	00:05:11	103.97	8564.59	-57080.51
2026/06/14	00:05:12	103.94	8564.58	-57080.53
2026/06/14	00:05:13	103.93	8564.58	-57080.54
2026/06/14	00:05:14	103.93	8564.60	-57080.56
2026/06/14	00:05:15	103.91	8564.58	-57080.58
2026/06/14	00:05:16	103.89	8564.55	-57080.56
2026/06/14	00:05:17	103.89	8564.54	-57080.57
2026/06/14	00:05:18	103.88	8564.56	-57080.58
2026/06/14	00:05:19	103.82	8564.47	-57080.61
2026/06/14	00:05:20	103.79	8564.46	-57080.62
2026/06/14	00:05:21	103.76	8564.44	-57080.64
2026/06/14	00:05:22	103.71	8564.41	-57080.67
2026/06/14	00:05:23	103.66	8564.42	-57080.72
2026/06/14	00:05:24	103.63	8564.38	-57080.73
2026/06/14	00:05:25	103.66	8564.41	-57080.74
2026/06/14	00:05:26	103.61	8564.39	-57080.79
2026/06/14	00:05:27	103.58	8564.39	-57080.81
2026/06/14	00:05:28	103.55	8564.42	-57080.83
2026/06/14	00:05:29	103.54	8564.46	-57080.82
2026/06/14	00:05:30	103.55	8564.47	-57080.83
2026/06/14	00:05:31	103.56	8564.47	-57080.84
2026/06/14	00:05:32	103.58	8564.49	-57080.82
2026/06/14	00:05:33	103.62	8564.50	-57080.80
2026/06/14	00:05:34	103.68	8564.48	-57080.79
2026/06/14	00:05:35	103.62	8564.43	-57080.80
2026/06/14	00:05:36	103.60	8564.45	-57080.81
2026/06/14	00:05:37	103.60	8564.43	-57080.80
2026/06/14	00:05:38	103.60	8564.46	-57080.81
2026/06/14	00:05:39	103.65	8564.51	-57080.80
2026/06/14	00:05:40	103.63	8564.51	-57080.79
2026/06/14	00:05:41	103.61	8564.48	-57080.81
2026/06/14	00:05:42	103.62	8564.49	-57080.83
2026/06/14	00:05:43	103.58	8564.47	-57080.85
2026/06/14	00:05:44	103.60	8564.54	-57080.86
2026/06/14	00:05:45	103.55	8564.53	-57080.88
2026/06/14	00:05:46	103.54	8564.60	-57080.88
2026/06/14	00:05:47	103.56	8564.66	-57080.86
2026/06/14	00:05:48	103.59	8564.71	-57080.86
2026/06/14	00:05:49	103.60	8564.76	-57080.85
2026/06/14	00:05:50	103.64	8564.81	-57080.83
2026/06/14	00:05:51	103.65	8564.83	-57080.82
2026/06/14	00:05:52	103.68	8564.85	-57080.80
2026/06/14	00:05:53	103.75	8564.96	-57080.77
2026/06/14	00:05:54	103.80	8564.88	-57080.75
2026/06/14	00:05:55	103.69	8564.84	-57080.79
2026/06/14	00:05:56	103.65	8564.85	-57080.81
2026/06/14	00:05:57	103.63	8564.86	-57080.84
2026/06/14	00:05:58	103.60	8564.85	-57080.87
2026/06/14	00:05:59	103.54	8564.86	-57080.89
2026/06/14	00:06:00	103.50	8564.90	-57080.93
2026/06/14	00:06:01	103.43	8564.90	-57080.97
2026/06/14	00:06:02	103.38	8564.90	-57081.00
2026/06/14	00:06:03	103.33	8564.92	-57081.03
2026/06/14	00:06:04	103.28	8564.93	-57081.05
2026/06/14	00:06:05	103.27	8564.97	-57081.07
2026/06/14	00:06:06	103.29	8565.00	-57081.06
2026/06/14	00:06:07	103.30	8565.00	-57081.07
2026/06/14	00:06:08	103.32	8565.01	-57081.07
2026/06/14	00:06:09	103.36	8565.00	-57081.06
2026/06/14	00:06:10	103.39	8564.96	-57081.05
2026/06/14	00:06:11	103.43	8564.91	-57081.03
2026/06/14	00:06:12	103.46	8564.85	-57081.02
2026/06/14	00:06:13	103.42	8564.68	-57081.02
2026/06/14	00:06:14	103.39	8564.55	-57081.05
2026/06/14	00:06:15	103.36	8564.42	-57081.07
2026/06/14	00:06:16	103.32	8564.31	-57081.11
2026/06/14	00:06:17	103.30	8564.23	-57081.15
2026/06/14	00:06:18	103.29	8564.19	-57081.19
2026/06/14	00:06:19	103.28	8564.17	-57081.23
2026/06/14	00:06:20	103.28	8564.20	-57081.24
2026/06/14	00:06:21	103.29	8564.22	-57081.25
2026/06/14	00:06:22	103.33	8564.27	-57081.25
2026/06/14	00:06:23	103.37	8564.33	-57081.23
2026/06/14	00:06:24	103.36	8564.31	-57081.23
2026/06/14	00:06:25	103.38	8564.32	-57081.21
2026/06/14	00:06:26	103.45	8564.38	-57081.18
2026/06/14	00:06:27	103.50	8564.41	-57081.16
2026/06/14	00:06:28	103.54	8564.45	-57081.13
2026/06/14	00:06:29	103.59	8564.48	-57081.10
2026/06/14	00:06:30	103.62	8564.50	-57081.07
2026/06/14	00:06:31	103.66	8564.57	-57081.04
2026/06/14	00:06:32	103.70	8564.63	-57081.00
2026/06/14	00:06:33	103.72	8564.70	-57080.98
2026/06/14	00:06:34	103.74	8564.78	-57080.96
2026/06/14	00:06:35	103.76	8564.90	-57080.90
2026/06/14	00:06:36	103.71	8564.94	-57080.89
2026/06/14	00:06:37	103.71	8565.10	-57080.85
2026/06/14	00:06:38	103.73	8565.23	-57080.80
2026/06/14	00:06:39	103.76	8565.36	-57080.75
2026/06/14	00:06:40	103.79	8565.49	-57080.72
2026/06/14	00:06:41	103.79	8565.56	-57080.68
2026/06/14	00:06:42	103.79	8565.58	-57080.63
2026/06/14	00:06:43	103.83	8565.65	-57080.59
2026/06/14	00:06:44	103.89	8565.70	-57080.54
2026/06/14	00:06:45	103.97	8565.73	-57080.47
2026/06/14	00:06:46	104.04	8565.74	-57080.43
2026/06/14	00:06:47	104.08	8565.73	-57080.38
2026/06/14	00:06:48	104.15	8565.73	-57080.34
2026/06/14	00:06:49	104.20	8565.72	-57080.30
2026/06/14	00:06:50	104.23	8565.68	-57080.26
2026/06/14	00:06:51	104.26	8565.63	-57080.23
2026/06/14	00:06:52	104.28	8565.61	-57080.20
2026/06/14	00:06:53	104.28	8565.59	-57080.19
2026/06/14	00:06:54	104.29	8565.58	-57080.18
2026/06/14	00:06:55	104.27	8565.61	-57080.18
2026/06/14	00:06:56	104.28	8565.68	-57080.18
2026/06/14	00:06:57	104.25	8565.65	-57080.19
2026/06/14	00:06:58	104.23	8565.64	-57080.21
2026/06/14	00:06:59	104.18	8565.65	-57080.24
2026/06/14	00:07:00	104.13	8565.64	-57080.27
2026/06/14	00:07:01	104.09	8565.64	-57080.29
2026/06/14	00:07:02	104.06	8565.63	-57080.31
2026/06/14	00:07:03	104.01	8565.60	-57080.35
2026/06/14	00:07:04	103.96	8565.56	-57080.39
2026/06/14	00:07:05	103.96	8565.54	-57080.41
2026/06/14	00:07:06	103.95	8565.48	-57080.44
2026/06/14	00:07:07	103.95	8565.42	-57080.46
2026/06/14	00:07:08	103.95	8565.35	-57080.49
2026/06/14	00:07:09	103.97	8565.32	-57080.49
2026/06/14	00:07:10	104.02	8565.29	-57080.50
2026/06/14	00:07:11	104.06	8565.28	-57080.49
2026/06/14	00:07:12	104.13	8565.30	-57080.49
2026/06/14	00:07:13	104.19	8565.32	-57080.47
2026/06/14	00:07:14	104.26	8565.37	-57080.44
2026/06/14	00:07:15	104.29	8565.35	-57080.42
2026/06/14	00:07:16	104.39	8565.40	-57080.37
2026/06/14	00:07:17	104.45	8565.45	-57080.32
2026/06/14	00:07:18	104.49	8565.48	-57080.29
2026/06/14	00:07:19	104.51	8565.54	-57080.25
2026/06/14	00:07:20	104.54	8565.59	-57080.24
2026/06/14	00:07:21	104.55	8565.64	-57080.21
2026/06/14	00:07:22	104.54	8565.69	-57080.18
2026/06/14	00:07:23	104.53	8565.73	-57080.16
2026/06/14	00:07:24	104.52	8565.77	-57080.12
2026/06/14	00:07:25	104.56	8565.82	-57080.08
2026/06/14	00:07:26	104.57	8565.88	-57080.05
2026/06/14	00:07:27	104.64	8565.86	-57079.99
2026/06/14	00:07:28	104.68	8565.82	-57079.95
2026/06/14	00:07:29	104.75	8565.81	-57079.90
2026/06/14	00:07:30	104.81	8565.80	-57079.85
2026/06/14	00:07:31	104.85	8565.76	-57079.79
2026/06/14	00:07:32	104.89	8565.71	-57079.75
2026/06/14	00:07:33	104.93	8565.68	-57079.71
2026/06/14	00:07:34	104.97	8565.67	-57079.66
2026/06/14	00:07:35	105.01	8565.68	-57079.64
2026/06/14	00:07:36	105.06	8565.69	-57079.60
2026/06/14	00:07:37	105.10	8565.73	-57079.56
2026/06/14	00:07:38	105.14	8565.78	-57079.51
2026/06/14	00:07:39	105.21	8565.85	-57079.46
2026/06/14	00:07:40	105.25	8565.88	-57079.41
2026/06/14	00:07:41	105.35	8566.00	-57079.35
2026/06/14	00:07:42	105.43	8566.07	-57079.29
2026/06/14	00:07:43	105.44	8566.02	-57079.24
2026/06/14	00:07:44	105.54	8566.08	-57079.19
2026/06/14	00:07:45	105.62	8566.13	-57079.13
2026/06/14	00:07:46	105.67	8566.13	-57079.08
2026/06/14	00:07:47	105.72	8566.13	-57079.04
2026/06/14	00:07:48	105.75	8566.14	-57078.98
2026/06/14	00:07:49	105.76	8566.18	-57078.95
2026/06/14	00:07:50	105.75	8566.19	-57078.94
2026/06/14	00:07:51	105.76	8566.22	-57078.91
2026/06/14	00:07:52	105.72	8566.25	-57078.92
2026/06/14	00:07:53	105.66	8566.27	-57078.92
2026/06/14	00:07:54	105.70	8566.33	-57078.93
2026/06/14	00:07:55	105.66	8566.34	-57078.94
2026/06/14	00:07:56	105.63	8566.37	-57078.95
2026/06/14	00:07:57	105.61	8566.41	-57078.96
2026/06/14	00:07:58	105.57	8566.38	-57079.00
2026/06/14	00:07:59	105.62	8566.45	-57078.99
2026/06/14	00:08:00	105.61	8566.41	-57078.99
2026/06/14	00:08:01	105.59	8566.32	-57078.99
2026/06/14	00:08:02	105.64	8566.24	-57078.98
2026/06/14	00:08:03	105.67	8566.16	-57078.96
2026/06/14	00:08:04	105.73	8566.08	-57078.95
2026/06/14	00:08:05	105.77	8566.01	-57078.93
2026/06/14	00:08:06	105.81	8565.95	-57078.91
2026/06/14	00:08:07	105.83	8565.91	-57078.90
2026/06/14	00:08:08	105.89	8565.92	-57078.89
2026/06/14	00:08:09	105.92	8565.91	-57078.86
2026/06/14	00:08:10	105.95	8565.88	-57078.85
2026/06/14	00:08:11	105.97	8565.90	-57078.83
2026/06/14	00:08:12	105.98	8565.90	-57078.82
2026/06/14	00:08:13	105.99	8565.88	-57078.79
2026/06/14	00:08:14	106.00	8565.89	-57078.77
2026/06/14	00:08:15	106.00	8565.94	-57078.75
2026/06/14	00:08:16	105.98	8565.98	-57078.76
2026/06/14	00:08:17	105.99	8566.03	-57078.72
