Date	Time (UTC)	H (nT)	By (nT)	Bz (nT)
2026/06/14	00:00:00	311.50	357.02	-53785.70
2026/06/14	00:00:01	311.51	356.98	-53785.75
2026/06/14	00:00:02	311.52	356.95	-53785.93
2026/06/14	00:00:03	311.48	356.91	-53786.04
2026/06/14	00:00:04	311.41	356.92	-53786.07
2026/06/14	00:00:05	311.38	356.94	-53786.01
2026/06/14	00:00:06	311.33	356.98	-53785.88
2026/06/14	00:00:07	311.26	357.12	-53785.91
2026/06/14	00:00:08	311.21	357.24	-53786.01
2026/06/14	00:00:09	311.13	357.19	-53786.06
2026/06/14	00:00:10	311.08	357.16	-53786.18
2026/06/14	00:00:11	311.12	357.24	-53786.28
2026/06/14	00:00:12	311.13	357.30	-53786.20
2026/06/14	00:00:13	310.99	357.29	-53786.07
2026/06/14	00:00:14	310.98	357.22	-53786.07
2026/06/14	00:00:15	311.18	357.11	-53786.18
2026/06/14	00:00:16	311.29	356.97	-53786.15
2026/06/14	00:00:17	311.33	356.80	-53785.99
2026/06/14	00:00:18	311.48	356.77	-53786.03
2026/06/14	00:00:19	311.54	356.79	-53786.17
2026/06/14	00:00:20	311.43	356.72	-53786.17
2026/06/14	00:00:21	311.42	356.73	-53786.14
2026/06/14	00:00:22	311.49	356.88	-53786.18
2026/06/14	00:00:23	311.50	356.98	-53786.24
2026/06/14	00:00:24	311.49	357.04	-53786.31
2026/06/14	00:00:25	311.54	357.17	-53786.36
2026/06/14	00:00:26	311.62	357.24	-53786.38
2026/06/14	00:00:27	311.66	357.21	-53786.41
2026/06/14	00:00:28	311.72	357.22	-53786.39
2026/06/14	00:00:29	311.76	357.24	-53786.31
2026/06/14	00:00:30	311.77	357.21	-53786.23
2026/06/14	00:00:31	311.91	357.24	-53786.27
2026/06/14	00:00:32	312.13	357.27	-53786.33
2026/06/14	00:00:33	312.21	357.14	-53786.25
2026/06/14	00:00:34	312.21	357.01	-53786.20
2026/06/14	00:00:35	312.22	356.99	-53786.21
2026/06/14	00:00:36	312.18	356.93	-53786.12
2026/06/14	00:00:37	312.11	356.94	-53786.04
2026/06/14	00:00:38	312.09	357.10	-53786.07
2026/06/14	00:00:39	312.00	357.20	-53786.10
2026/06/14	00:00:40	311.77	357.21	-53786.08
2026/06/14	00:00:41	311.62	357.35	-53786.10
2026/06/14	00:00:42	311.58	357.43	-53786.16
2026/06/14	00:00:43	311.43	357.28	-53786.16
2026/06/14	00:00:44	311.38	357.24	-53786.14
2026/06/14	00:00:45	311.45	357.30	-53786.15
2026/06/14	00:00:46	311.45	357.27	-53786.17
2026/06/14	00:00:47	311.50	357.32	-53786.17
2026/06/14	00:00:48	311.60	357.50	-53786.24
2026/06/14	00:00:49	311.68	357.62	-53786.36
2026/06/14	00:00:50	311.70	357.64	-53786.38
2026/06/14	00:00:51	311.67	357.60	-53786.33
2026/06/14	00:00:52	311.68	357.60	-53786.35
2026/06/14	00:00:53	311.75	357.66	-53786.40
2026/06/14	00:00:54	311.75	357.66	-53786.41
2026/06/14	00:00:55	311.72	357.63	-53786.40
2026/06/14	00:00:56	311.73	357.73	-53786.48
2026/06/14	00:00:57	311.75	357.87	-53786.58
2026/06/14	00:00:58	311.71	357.87	-53786.55
2026/06/14	00:00:59	311.64	357.78	-53786.48
2026/06/14	00:01:00	311.64	357.75	-53786.49
2026/06/14	00:01:01	311.68	357.73	-53786.48
2026/06/14	00:01:02	311.77	357.65	-53786.37
2026/06/14	00:01:03	311.99	357.61	-53786.33
2026/06/14	00:01:04	312.14	357.59	-53786.34
2026/06/14	00:01:05	312.07	357.51	-53786.24
2026/06/14	00:01:06	312.09	357.49	-53786.18
2026/06/14	00:01:07	312.21	357.55	-53786.25
2026/06/14	00:01:08	312.23	357.60	-53786.29
2026/06/14	00:01:09	312.27	357.64	-53786.25
2026/06/14	00:01:10	312.36	357.74	-53786.30
2026/06/14	00:01:11	312.32	357.75	-53786.36
2026/06/14	00:01:12	312.24	357.73	-53786.33
2026/06/14	00:01:13	312.31	357.77	-53786.36
2026/06/14	00:01:14	312.41	357.79	-53786.43
2026/06/14	00:01:15	312.39	357.76	-53786.41
2026/06/14	00:01:16	312.26	357.69	-53786.35
2026/06/14	00:01:17	312.16	357.59	-53786.27
2026/06/14	00:01:18	312.08	357.51	-53786.17
2026/06/14	00:01:19	311.96	357.37	-53786.15
2026/06/14	00:01:20	311.87	357.27	-53786.16
2026/06/14	00:01:21	311.82	357.34	-53786.13
2026/06/14	00:01:22	311.77	357.37	-53786.17
2026/06/14	00:01:23	311.67	357.29	-53786.22
2026/06/14	00:01:24	311.53	357.30	-53786.21
2026/06/14	00:01:25	311.47	357.44	-53786.22
2026/06/14	00:01:26	311.41	357.61	-53786.21
2026/06/14	00:01:27	311.31	357.66	-53786.21
2026/06/14	00:01:28	311.36	357.68	-53786.31
2026/06/14	00:01:29	311.45	357.86	-53786.34
2026/06/14	00:01:30	311.35	358.00	-53786.27
2026/06/14	00:01:31	311.23	357.98	-53786.30
2026/06/14	00:01:32	311.27	358.03	-53786.32
2026/06/14	00:01:33	311.32	358.06	-53786.25
2026/06/14	00:01:34	311.28	357.93	-53786.22
2026/06/14	00:01:35	311.41	357.92	-53786.23
2026/06/14	00:01:36	311.69	358.02	-53786.31
2026/06/14	00:01:37	311.69	357.93	-53786.37
2026/06/14	00:01:38	311.63	357.82	-53786.31
2026/06/14	00:01:39	311.79	357.86	-53786.32
2026/06/14	00:01:40	311.86	357.89	-53786.32
2026/06/14	00:01:41	311.78	357.86	-53786.11
2026/06/14	00:01:42	311.68	357.83	-53785.95
2026/06/14	00:01:43	311.59	357.83	-53786.03
2026/06/14	00:01:44	311.57	357.81	-53786.06
2026/06/14	00:01:45	311.61	357.71	-53785.93
2026/06/14	00:01:46	311.59	357.66	-53785.89
2026/06/14	00:01:47	311.46	357.66	-53785.87
2026/06/14	00:01:48	311.37	357.65	-53785.88
2026/06/14	00:01:49	311.47	357.69	-53785.98
2026/06/14	00:01:50	311.56	357.74	-53785.91
2026/06/14	00:01:51	311.55	357.76	-53785.72
2026/06/14	00:01:52	311.55	357.77	-53785.71
2026/06/14	00:01:53	311.44	357.66	-53785.66
2026/06/14	00:01:54	311.36	357.63	-53785.59
2026/06/14	00:01:55	311.48	357.74	-53785.78
2026/06/14	00:01:56	311.54	357.81	-53785.93
2026/06/14	00:01:57	311.47	357.90	-53785.88
2026/06/14	00:01:58	311.38	357.95	-53785.87
2026/06/14	00:01:59	311.32	357.87	-53785.90
2026/06/14	00:02:00	311.32	357.80	-53785.90
2026/06/14	00:02:01	311.25	357.70	-53785.82
2026/06/14	00:02:02	311.18	357.64	-53785.72
2026/06/14	00:02:03	311.24	357.72	-53785.77
2026/06/14	00:02:04	311.27	357.73	-53785.85
2026/06/14	00:02:05	311.21	357.64	-53785.86
2026/06/14	00:02:06	311.22	357.62	-53785.90
2026/06/14	00:02:07	311.23	357.66	-53785.84
2026/06/14	00:02:08	311.18	357.61	-53785.83
2026/06/14	00:02:09	311.20	357.65	-53785.94
2026/06/14	00:02:10	311.29	357.83	-53785.93
2026/06/14	00:02:11	311.32	357.93	-53785.93
2026/06/14	00:02:12	311.23	357.92	-53786.03
2026/06/14	00:02:13	311.14	357.94	-53785.99
2026/06/14	00:02:14	311.16	358.00	-53785.98
2026/06/14	00:02:15	311.16	358.05	-53786.07
2026/06/14	00:02:16	311.11	358.05	-53786.03
2026/06/14	00:02:17	311.14	358.03	-53786.00
2026/06/14	00:02:18	311.19	358.00	-53786.04
2026/06/14	00:02:19	311.19	357.95	-53785.98
2026/06/14	00:02:20	311.19	357.89	-53785.94
2026/06/14	00:02:21	311.19	357.91	-53785.97
2026/06/14	00:02:22	311.19	357.94	-53785.96
2026/06/14	00:02:23	311.19	357.87	-53785.94
2026/06/14	00:02:24	311.18	357.88	-53785.97
2026/06/14	00:02:25	311.17	358.05	-53785.99
2026/06/14	00:02:26	311.14	358.16	-53785.97
2026/06/14	00:02:27	311.15	358.13	-53785.94
2026/06/14	00:02:28	311.15	358.06	-53785.91
2026/06/14	00:02:29	311.08	357.99	-53785.84
2026/06/14	00:02:30	311.00	357.98	-53785.82
2026/06/14	00:02:31	311.03	357.98	-53785.89
2026/06/14	00:02:32	311.13	357.91	-53785.92
2026/06/14	00:02:33	311.17	357.76	-53785.84
2026/06/14	00:02:34	311.11	357.71	-53785.74
2026/06/14	00:02:35	311.05	357.71	-53785.64
2026/06/14	00:02:36	310.98	357.60	-53785.53
2026/06/14	00:02:37	310.95	357.58	-53785.50
2026/06/14	00:02:38	311.04	357.73	-53785.53
2026/06/14	00:02:39	311.00	357.77	-53785.57
2026/06/14	00:02:40	310.83	357.72	-53785.51
2026/06/14	00:02:41	310.81	357.76	-53785.37
2026/06/14	00:02:42	310.87	357.77	-53785.44
2026/06/14	00:02:43	310.82	357.78	-53785.66
2026/06/14	00:02:44	310.68	357.87	-53785.63
2026/06/14	00:02:45	310.56	357.87	-53785.42
2026/06/14	00:02:46	310.51	357.71	-53785.32
2026/06/14	00:02:47	310.52	357.66	-53785.42
2026/06/14	00:02:48	310.54	357.77	-53785.54
2026/06/14	00:02:49	310.54	357.74	-53785.48
2026/06/14	00:02:50	310.60	357.62	-53785.40
2026/06/14	00:02:51	310.68	357.67	-53785.38
2026/06/14	00:02:52	310.63	357.77	-53785.31
2026/06/14	00:02:53	310.58	357.72	-53785.31
2026/06/14	00:02:54	310.70	357.68	-53785.44
2026/06/14	00:02:55	310.78	357.75	-53785.48
2026/06/14	00:02:56	310.74	357.79	-53785.45
2026/06/14	00:02:57	310.74	357.73	-53785.46
2026/06/14	00:02:58	310.82	357.73	-53785.49
2026/06/14	00:02:59	310.88	357.81	-53785.52
2026/06/14	00:03:00	310.78	357.86	-53785.48
2026/06/14	00:03:01	310.70	357.87	-53785.43
2026/06/14	00:03:02	310.78	357.84	-53785.55
2026/06/14	00:03:03	310.79	357.73	-53785.64
2026/06/14	00:03:04	310.69	357.67	-53785.58
2026/06/14	00:03:05	310.64	357.71	-53785.57
2026/06/14	00:03:06	310.59	357.74	-53785.66
2026/06/14	00:03:07	310.46	357.69	-53785.70
2026/06/14	00:03:08	310.40	357.67	-53785.69
2026/06/14	00:03:09	310.42	357.69	-53785.69
2026/06/14	00:03:10	310.34	357.65	-53785.60
2026/06/14	00:03:11	310.29	357.65	-53785.51
2026/06/14	00:03:12	310.37	357.82	-53785.54
2026/06/14	00:03:13	310.28	357.94	-53785.58
2026/06/14	00:03:14	310.08	357.87	-53785.52
2026/06/14	00:03:15	310.06	357.81	-53785.47
2026/06/14	00:03:16	310.12	357.80	-53785.48
2026/06/14	00:03:17	310.13	357.78	-53785.59
2026/06/14	00:03:18	310.12	357.84	-53785.66
2026/06/14	00:03:19	310.08	357.89	-53785.58
2026/06/14	00:03:20	310.02	357.93	-53785.58
2026/06/14	00:03:21	309.95	357.97	-53785.61
2026/06/14	00:03:22	309.88	357.96	-53785.56
2026/06/14	00:03:23	309.88	358.05	-53785.58
2026/06/14	00:03:24	309.88	358.26	-53785.66
2026/06/14	00:03:25	309.90	358.36	-53785.65
2026/06/14	00:03:26	309.90	358.32	-53785.66
2026/06/14	00:03:27	309.87	358.28	-53785.67
2026/06/14	00:03:28	309.91	358.30	-53785.66
2026/06/14	00:03:29	310.00	358.36	-53785.69
2026/06/14	00:03:30	310.04	358.37	-53785.68
2026/06/14	00:03:31	310.18	358.41	-53785.71
2026/06/14	00:03:32	310.39	358.55	-53785.86
2026/06/14	00:03:33	310.46	358.56	-53785.88
2026/06/14	00:03:34	310.46	358.47	-53785.80
2026/06/14	00:03:35	310.56	358.48	-53785.85
2026/06/14	00:03:36	310.66	358.45	-53785.88
2026/06/14	00:03:37	310.75	358.27	-53785.84
2026/06/14	00:03:38	310.82	358.09	-53785.88
2026/06/14	00:03:39	310.81	357.97	-53785.85
2026/06/14	00:03:40	310.83	357.87	-53785.78
2026/06/14	00:03:41	310.93	357.79	-53785.82
2026/06/14	00:03:42	311.01	357.73	-53785.81
2026/06/14	00:03:43	311.08	357.66	-53785.76
2026/06/14	00:03:44	311.15	357.65	-53785.79
2026/06/14	00:03:45	311.10	357.59	-53785.83
2026/06/14	00:03:46	311.03	357.49	-53785.81
2026/06/14	00:03:47	310.98	357.51	-53785.73
2026/06/14	00:03:48	310.83	357.55	-53785.57
2026/06/14	00:03:49	310.65	357.54	-53785.55
2026/06/14	00:03:50	310.55	357.58	-53785.70
2026/06/14	00:03:51	310.39	357.60	-53785.77
2026/06/14	00:03:52	310.18	357.53	-53785.67
2026/06/14	00:03:53	310.06	357.53	-53785.62
2026/06/14	00:03:54	309.98	357.60	-53785.74
2026/06/14	00:03:55	309.87	357.60	-53785.78
2026/06/14	00:03:56	309.72	357.57	-53785.60
2026/06/14	00:03:57	309.61	357.56	-53785.49
2026/06/14	00:03:58	309.60	357.56	-53785.58
2026/06/14	00:03:59	309.53	357.59	-53785.62
2026/06/14	00:04:00	309.32	357.61	-53785.64
2026/06/14	00:04:01	309.19	357.58	-53785.69
2026/06/14	00:04:02	309.15	357.51	-53785.56
2026/06/14	00:04:03	309.05	357.61	-53785.47
2026/06/14	00:04:04	308.95	357.79	-53785.59
2026/06/14	00:04:05	308.86	357.83	-53785.61
2026/06/14	00:04:06	308.79	357.97	-53785.57
2026/06/14	00:04:07	308.73	358.27	-53785.65
2026/06/14	00:04:08	308.63	358.36	-53785.67
2026/06/14	00:04:09	308.64	358.25	-53785.67
2026/06/14	00:04:10	308.73	358.20	-53785.71
2026/06/14	00:04:11	308.76	358.27	-53785.67
2026/06/14	00:04:12	308.78	358.33	-53785.59
2026/06/14	00:04:13	308.84	358.32	-53785.59
2026/06/14	00:04:14	308.91	358.26	-53785.66
2026/06/14	00:04:15	309.03	358.25	-53785.74
2026/06/14	00:04:16	309.16	358.27	-53785.79
2026/06/14	00:04:17	309.23	358.20	-53785.81
2026/06/14	00:04:18	309.34	358.09	-53785.80
2026/06/14	00:04:19	309.47	358.00	-53785.81
2026/06/14	00:04:20	309.51	357.97	-53785.84
2026/06/14	00:04:21	309.58	358.00	-53785.79
2026/06/14	00:04:22	309.71	358.00	-53785.73
2026/06/14	00:04:23	309.85	358.01	-53785.77
2026/06/14	00:04:24	310.02	358.05	-53785.73
2026/06/14	00:04:25	310.13	357.99	-53785.65
2026/06/14	00:04:26	310.10	357.89	-53785.67
2026/06/14	00:04:27	310.04	357.85	-53785.64
2026/06/14	00:04:28	310.14	357.84	-53785.66
2026/06/14	00:04:29	310.26	357.83	-53785.74
2026/06/14	00:04:30	310.18	357.70	-53785.63
2026/06/14	00:04:31	310.11	357.57	-53785.55
2026/06/14	00:04:32	310.16	357.57	-53785.59
2026/06/14	00:04:33	310.18	357.49	-53785.47
2026/06/14	00:04:34	310.14	357.38	-53785.34
2026/06/14	00:04:35	310.10	357.45	-53785.40
2026/06/14	00:04:36	309.95	357.44	-53785.32
2026/06/14	00:04:37	309.76	357.32	-53785.16
2026/06/14	00:04:38	309.68	357.36	-53785.25
2026/06/14	00:04:39	309.55	357.40	-53785.36
2026/06/14	00:04:40	309.33	357.29	-53785.22
2026/06/14	00:04:41	309.16	357.25	-53785.10
2026/06/14	00:04:42	309.11	357.34	-53785.13
2026/06/14	00:04:43	309.09	357.43	-53785.14
2026/06/14	00:04:44	309.02	357.45	-53785.08
2026/06/14	00:04:45	308.92	357.42	-53785.03
2026/06/14	00:04:46	308.87	357.46	-53785.02
2026/06/14	00:04:47	308.85	357.54	-53785.09
2026/06/14	00:04:48	308.77	357.54	-53785.18
2026/06/14	00:04:49	308.71	357.55	-53785.21
2026/06/14	00:04:50	308.78	357.66	-53785.24
2026/06/14	00:04:51	308.84	357.75	-53785.26
2026/06/14	00:04:52	308.79	357.74	-53785.27
2026/06/14	00:04:53	308.78	357.65	-53785.29
2026/06/14	00:04:54	308.81	357.60	-53785.24
2026/06/14	00:04:55	308.75	357.65	-53785.16
2026/06/14	00:04:56	308.71	357.59	-53785.21
2026/06/14	00:04:57	308.81	357.45	-53785.32
2026/06/14	00:04:58	308.95	357.42	-53785.32
2026/06/14	00:04:59	309.02	357.41	-53785.29
2026/06/14	00:05:00	309.04	357.34	-53785.37
2026/06/14	00:05:01	309.05	357.34	-53785.44
2026/06/14	00:05:02	309.05	357.39	-53785.47
2026/06/14	00:05:03	309.01	357.32	-53785.47
2026/06/14	00:05:04	308.99	357.30	-53785.43
2026/06/14	00:05:05	309.08	357.39	-53785.45
2026/06/14	00:05:06	309.06	357.37	-53785.47
2026/06/14	00:05:07	308.96	357.27	-53785.38
2026/06/14	00:05:08	308.94	357.26	-53785.32
2026/06/14	00:05:09	308.93	357.25	-53785.39
2026/06/14	00:05:10	308.98	357.24	-53785.52
2026/06/14	00:05:11	309.09	357.21	-53785.50
2026/06/14	00:05:12	309.07	357.11	-53785.36
2026/06/14	00:05:13	309.04	357.10	-53785.39
2026/06/14	00:05:14	309.05	357.22	-53785.48
2026/06/14	00:05:15	308.98	357.29	-53785.45
2026/06/14	00:05:16	308.93	357.24	-53785.44
2026/06/14	00:05:17	308.95	357.19	-53785.42
2026/06/14	00:05:18	308.89	357.19	-53785.33
2026/06/14	00:05:19	308.82	357.22	-53785.36
2026/06/14	00:05:20	308.73	357.22	-53785.39
2026/06/14	00:05:21	308.56	357.17	-53785.28
2026/06/14	00:05:22	308.47	357.19	-53785.25
2026/06/14	00:05:23	308.50	357.29	-53785.30
2026/06/14	00:05:24	308.47	357.34	-53785.27
2026/06/14	00:05:25	308.38	357.30	-53785.24
2026/06/14	00:05:26	308.36	357.28	-53785.26
2026/06/14	00:05:27	308.41	357.28	-53785.25
2026/06/14	00:05:28	308.42	357.25	-53785.21
2026/06/14	00:05:29	308.47	357.23	-53785.21
2026/06/14	00:05:30	308.55	357.25	-53785.23
2026/06/14	00:05:31	308.56	357.24	-53785.20
2026/06/14	00:05:32	308.53	357.29	-53785.17
2026/06/14	00:05:33	308.48	357.36	-53785.16
2026/06/14	00:05:34	308.43	357.32	-53785.19
2026/06/14	00:05:35	308.45	357.31	-53785.26
2026/06/14	00:05:36	308.44	357.37	-53785.28
2026/06/14	00:05:37	308.37	357.34	-53785.23
2026/06/14	00:05:38	308.33	357.27	-53785.28
2026/06/14	00:05:39	308.34	357.20	-53785.38
2026/06/14	00:05:40	308.28	357.13	-53785.35
2026/06/14	00:05:41	308.21	357.10	-53785.26
2026/06/14	00:05:42	308.24	357.09	-53785.23
2026/06/14	00:05:43	308.31	357.07	-53785.22
2026/06/14	00:05:44	308.32	357.01	-53785.20
2026/06/14	00:05:45	308.34	356.98	-53785.17
2026/06/14	00:05:46	308.39	357.06	-53785.13
2026/06/14	00:05:47	308.42	357.09	-53785.10
2026/06/14	00:05:48	308.48	356.96	-53785.10
2026/06/14	00:05:49	308.53	356.85	-53785.13
2026/06/14	00:05:50	308.53	356.87	-53785.17
2026/06/14	00:05:51	308.56	356.93	-53785.20
2026/06/14	00:05:52	308.63	356.92	-53785.23
2026/06/14	00:05:53	308.66	356.84	-53785.23
2026/06/14	00:05:54	308.61	356.77	-53785.24
2026/06/14	00:05:55	308.48	356.76	-53785.26
2026/06/14	00:05:56	308.33	356.72	-53785.24
2026/06/14	00:05:57	308.29	356.64	-53785.24
2026/06/14	00:05:58	308.35	356.64	-53785.27
2026/06/14	00:05:59	308.28	356.62	-53785.20
2026/06/14	00:06:00	308.13	356.50	-53785.13
2026/06/14	00:06:01	308.11	356.45	-53785.14
2026/06/14	00:06:02	308.13	356.49	-53785.11
2026/06/14	00:06:03	308.17	356.54	-53785.12
2026/06/14	00:06:04	308.26	356.56	-53785.19
2026/06/14	00:06:05	308.28	356.56	-53785.17
2026/06/14	00:06:06	308.21	356.57	-53785.16
2026/06/14	00:06:07	308.19	356.56	-53785.25
2026/06/14	00:06:08	308.29	356.60	-53785.27
2026/06/14	00:06:09	308.39	356.68	-53785.25
2026/06/14	00:06:10	308.35	356.70	-53785.32
2026/06/14	00:06:11	308.18	356.73	-53785.36
2026/06/14	00:06:12	308.02	356.84	-53785.32
2026/06/14	00:06:13	307.98	356.98	-53785.38
2026/06/14	00:06:14	307.88	357.11	-53785.46
2026/06/14	00:06:15	307.71	357.24	-53785.46
2026/06/14	00:06:16	307.68	357.41	-53785.56
2026/06/14	00:06:17	307.64	357.53	-53785.64
2026/06/14	00:06:18	307.59	357.56	-53785.57
2026/06/14	00:06:19	307.71	357.63	-53785.56
2026/06/14	00:06:20	307.74	357.63	-53785.61
2026/06/14	00:06:21	307.64	357.56	-53785.60
2026/06/14	00:06:22	307.70	357.62	-53785.59
2026/06/14	00:06:23	307.79	357.63	-53785.60
2026/06/14	00:06:24	307.82	357.51	-53785.64
2026/06/14	00:06:25	307.96	357.46	-53785.71
2026/06/14	00:06:26	308.08	357.51	-53785.74
2026/06/14	00:06:27	308.11	357.55	-53785.70
2026/06/14	00:06:28	308.24	357.55	-53785.67
2026/06/14	00:06:29	308.44	357.41	-53785.64
2026/06/14	00:06:30	308.58	357.27	-53785.65
2026/06/14	00:06:31	308.73	357.32	-53785.71
2026/06/14	00:06:32	308.88	357.28	-53785.72
2026/06/14	00:06:33	308.99	357.17	-53785.72
2026/06/14	00:06:34	309.17	357.25	-53785.83
2026/06/14	00:06:35	309.27	357.19	-53785.90
2026/06/14	00:06:36	309.18	356.90	-53785.84
2026/06/14	00:06:37	309.18	356.79	-53785.82
2026/06/14	00:06:38	309.27	356.77	-53785.81
2026/06/14	00:06:39	309.21	356.59	-53785.67
2026/06/14	00:06:40	309.18	356.40	-53785.59
2026/06/14	00:06:41	309.33	356.34	-53785.66
2026/06/14	00:06:42	309.41	356.28	-53785.65
2026/06/14	00:06:43	309.39	356.15	-53785.52
2026/06/14	00:06:44	309.41	356.04	-53785.44
2026/06/14	00:06:45	309.46	356.09	-53785.46
2026/06/14	00:06:46	309.48	356.18	-53785.42
2026/06/14	00:06:47	309.45	356.15	-53785.31
2026/06/14	00:06:48	309.41	356.10	-53785.30
2026/06/14	00:06:49	309.37	356.10	-53785.38
2026/06/14	00:06:50	309.28	356.17	-53785.40
2026/06/14	00:06:51	309.11	356.26	-53785.33
2026/06/14	00:06:52	308.94	356.21	-53785.27
2026/06/14	00:06:53	308.82	356.16	-53785.19
2026/06/14	00:06:54	308.72	356.24	-53785.13
2026/06/14	00:06:55	308.62	356.37	-53785.20
2026/06/14	00:06:56	308.55	356.41	-53785.19
2026/06/14	00:06:57	308.46	356.43	-53785.07
2026/06/14	00:06:58	308.36	356.49	-53785.06
2026/06/14	00:06:59	308.26	356.51	-53785.09
2026/06/14	00:07:00	308.25	356.49	-53785.07
2026/06/14	00:07:01	308.26	356.53	-53785.02
2026/06/14	00:07:02	308.20	356.57	-53784.96
2026/06/14	00:07:03	308.15	356.59	-53784.91
2026/06/14	00:07:04	308.14	356.66	-53784.87
2026/06/14	00:07:05	308.20	356.74	-53784.88
2026/06/14	00:07:06	308.33	356.80	-53784.94
2026/06/14	00:07:07	308.46	356.91	-53785.01
2026/06/14	00:07:08	308.54	357.06	-53785.09
2026/06/14	00:07:09	308.60	357.07	-53785.09
2026/06/14	00:07:10	308.70	357.04	-53784.99
2026/06/14	00:07:11	308.82	357.11	-53784.95
2026/06/14	00:07:12	308.91	357.18	-53784.99
2026/06/14	00:07:13	309.04	357.16	-53785.03
2026/06/14	00:07:14	309.15	357.08	-53785.01
2026/06/14	00:07:15	309.21	357.06	-53785.09
2026/06/14	00:07:16	309.33	357.10	-53785.20
2026/06/14	00:07:17	309.41	357.00	-53785.16
2026/06/14	00:07:18	309.49	356.89	-53785.15
2026/06/14	00:07:19	309.68	356.95	-53785.26
2026/06/14	00:07:20	309.73	356.97	-53785.21
2026/06/14	00:07:21	309.70	356.84	-53785.12
2026/06/14	00:07:22	309.82	356.70	-53785.17
2026/06/14	00:07:23	309.95	356.66	-53785.18
2026/06/14	00:07:24	310.01	356.69	-53785.12
2026/06/14	00:07:25	310.06	356.63	-53785.09
2026/06/14	00:07:26	310.08	356.46	-53785.09
2026/06/14	00:07:27	310.09	356.42	-53785.10
2026/06/14	00:07:28	310.08	356.52	-53785.07
2026/06/14	00:07:29	310.08	356.55	-53785.04
2026/06/14	00:07:30	310.15	356.55	-53785.10
2026/06/14	00:07:31	310.18	356.69	-53785.24
2026/06/14	00:07:32	310.15	356.87	-53785.34
2026/06/14	00:07:33	310.21	356.90	-53785.36
2026/06/14	00:07:34	310.25	356.87	-53785.39
2026/06/14	00:07:35	310.11	356.91	-53785.45
2026/06/14	00:07:36	309.95	356.98	-53785.47
2026/06/14	00:07:37	309.93	357.06	-53785.51
2026/06/14	00:07:38	309.92	357.09	-53785.60
2026/06/14	00:07:39	309.86	357.12	-53785.64
2026/06/14	00:07:40	309.89	357.14	-53785.68
2026/06/14	00:07:41	309.94	357.04	-53785.75
2026/06/14	00:07:42	309.95	356.93	-53785.70
2026/06/14	00:07:43	310.01	356.93	-53785.62
2026/06/14	00:07:44	310.03	356.94	-53785.65
2026/06/14	00:07:45	310.02	356.97	-53785.72
2026/06/14	00:07:46	310.01	357.03	-53785.74
2026/06/14	00:07:47	309.97	357.06	-53785.72
2026/06/14	00:07:48	309.99	357.08	-53785.72
2026/06/14	00:07:49	309.98	357.00	-53785.72
2026/06/14	00:07:50	309.92	356.91	-53785.64
2026/06/14	00:07:51	309.96	356.95	-53785.64
2026/06/14	00:07:52	309.97	356.95	-53785.66
2026/06/14	00:07:53	309.85	356.86	-53785.59
2026/06/14	00:07:54	309.79	356.79	-53785.53
2026/06/14	00:07:55	309.81	356.62	-53785.51
2026/06/14	00:07:56	310.02	356.65	-53785.55
2026/06/14	00:07:57	310.34	356.92	-53785.69
2026/06/14	00:07:58	310.33	356.90	-53785.66
2026/06/14	00:07:59	310.15	356.67	-53785.50
2026/06/14	00:08:00	310.16	356.68	-53785.44
2026/06/14	00:08:01	310.17	356.79	-53785.50
2026/06/14	00:08:02	310.26	356.98	-53785.68
2026/06/14	00:08:03	310.37	357.22	-53785.82
2026/06/14	00:08:04	310.27	357.30	-53785.84
2026/06/14	00:08:05	310.26	357.37	-53785.92
2026/06/14	00:08:06	310.35	357.43	-53785.91
2026/06/14	00:08:07	310.30	357.41	-53785.83
2026/06/14	00:08:08	310.35	357.48	-53785.95
2026/06/14	00:08:09	310.52	357.43	-53786.03
2026/06/14	00:08:10	310.55	357.22	-53785.97
2026/06/14	00:08:11	310.67	357.26	-53786.04
2026/06/14	00:08:12	310.86	357.38	-53786.11
2026/06/14	00:08:13	310.85	357.36	-53786.02
2026/06/14	00:08:14	310.81	357.41	-53786.00
2026/06/14	00:08:15	310.88	357.49	-53786.11
2026/06/14	00:08:16	310.87	357.39	-53786.10
2026/06/14	00:08:17	310.80	357.27	-53786.03
2026/06/14	00:08:18	310.79	357.26	-53786.07
2026/06/14	00:08:19	310.78	357.26	-53786.07
2026/06/14	00:08:20	310.74	357.20	-53785.99
2026/06/14	00:08:21	310.74	357.17	-53786.02
2026/06/14	00:08:22	310.77	357.24	-53786.10
2026/06/14	00:08:23	310.79	357.34	-53786.13
2026/06/14	00:08:24	310.79	357.45	-53786.15
2026/06/14	00:08:25	310.83	357.59	-53786.17
2026/06/14	00:08:26	310.90	357.63	-53786.17
2026/06/14	00:08:27	310.95	357.67	-53786.23
2026/06/14	00:08:28	311.00	357.79	-53786.36
2026/06/14	00:08:29	311.06	357.84	-53786.41
2026/06/14	00:08:30	311.09	357.82	-53786.43
2026/06/14	00:08:31	311.09	357.87	-53786.53
2026/06/14	00:08:32	311.07	357.94	-53786.66
2026/06/14	00:08:33	311.02	358.00	-53786.75
2026/06/14	00:08:34	311.02	358.10	-53786.70
2026/06/14	00:08:35	311.00	358.13	-53786.59
2026/06/14	00:08:36	310.92	357.98	-53786.62
